customer_id,gender,age,married,number_of_dependents,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,churn_value,cltv,streaming,log_total_long_distance_charges,log_total_revenue
4373-VVHQL,Male,37,0,0,0,1,Offer E,1,18.57,0,DSL,26,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,44.75,0.0,10,0,5479,0,2.9739977814079848,4.308380094505583
4374-YMUSQ,Male,64,0,0,0,34,Offer C,1,22.41,1,Fiber Optic,13,1,1,1,1,1,1,One Year,0,Credit Card,116.25,0.0,0,0,4022,1,6.637179391233039,8.447197674591257
4376-KFVRS,Male,52,1,0,5,72,Offer A,1,30.75,1,Fiber Optic,3,1,1,1,1,1,1,Two Year,1,Credit Card,114.05,0.0,0,0,4842,1,7.703007682479236,9.276427693103605
4377-VDHYI,Male,29,1,3,6,32,no_offer,1,36.65,0,Fiber Optic,69,1,1,0,0,0,1,One Year,1,Bank Withdrawal,90.8,0.0,0,0,2722,1,7.068001628124234,8.342280123870076
4378-BZYFP,Male,41,0,0,0,17,no_offer,1,42.66,0,no_internet,0,0,0,0,0,0,0,One Year,1,Mailed Check,20.5,0.0,0,0,2259,0,6.587852999223418,6.9957844711554475
4378-MYPGO,Male,41,1,2,3,68,no_offer,1,31.4,0,Fiber Optic,19,1,1,1,0,1,1,Two Year,1,Bank Withdrawal,105.25,0.0,0,0,5795,1,7.666783828655595,9.138774550433121
4381-MHQDC,Female,38,0,0,0,47,Offer B,1,35.75,1,DSL,13,1,0,1,1,0,0,Two Year,1,Credit Card,65.0,0.0,0,0,3286,0,7.427292843350149,8.425330063695583
4385-GZQXV,Female,68,0,0,0,16,Offer D,1,9.43,0,Fiber Optic,9,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,94.45,0.0,0,1,3810,1,5.023090735363602,7.416426583868711
4385-ZKVNW,Male,58,1,3,4,44,no_offer,1,46.54,0,DSL,52,0,1,0,1,0,0,Month-to-Month,1,Bank Withdrawal,54.9,0.0,130,0,4412,0,7.624990011071143,8.461227947818422
4389-UEFCZ,Female,25,1,0,0,72,no_offer,1,21.96,1,Fiber Optic,59,1,0,1,0,1,1,Two Year,1,Bank Withdrawal,105.5,0.0,0,0,5551,1,7.366520998801069,9.118895910644817
4390-KYULV,Male,41,1,0,1,3,Offer E,1,37.61,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.55,0.0,0,1,4115,0,4.734706107337125,5.105824254432585
4391-LNRXK,Male,37,0,0,0,22,Offer D,1,48.07,0,Fiber Optic,18,0,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.95,0.0,0,0,4242,1,6.964645879185437,8.071324751136505
4391-RESHN,Male,49,0,0,0,23,Offer D,1,16.28,1,Fiber Optic,2,0,0,1,1,1,1,Month-to-Month,1,Credit Card,104.05,0.0,0,1,5963,1,5.928098671486162,7.953508135227806
4393-GEADV,Male,54,1,3,10,70,no_offer,1,39.06,1,Fiber Optic,75,1,1,1,1,1,1,Two Year,0,Credit Card,114.75,0.0,0,0,5035,1,7.913959838325091,9.266484382594223
4393-OBCRR,Female,60,0,0,0,3,no_offer,1,1.47,0,no_internet,0,0,0,0,0,0,0,One Year,0,Mailed Check,20.25,0.0,0,0,4331,0,1.6882490928583902,4.33872761652873
4393-RYCRE,Male,25,0,0,0,44,no_offer,1,38.33,0,Fiber Optic,41,1,1,1,0,1,1,One Year,1,Bank Withdrawal,106.05,0.0,0,0,4588,1,7.4310152745283045,8.732033566572856
4395-PZMSN,Male,67,0,0,0,5,Offer E,1,18.38,0,Fiber Optic,15,0,1,0,0,0,1,Two Year,1,Bank Withdrawal,85.55,0.0,0,0,2850,1,4.531523645819793,6.217404185724193
4396-KLSEH,Male,26,0,0,0,4,Offer E,1,6.88,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,19.85,0.0,0,0,5918,0,3.3506055955460954,4.5165575276314875
4397-FRLTA,Female,35,0,0,0,4,Offer E,1,32.54,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.15,0.0,0,0,5535,0,4.876417951976448,5.373703093453926
4398-HSCJH,Female,57,0,0,0,3,Offer E,1,3.64,1,DSL,25,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,63.6,0.0,0,1,3155,0,2.4782176616372036,5.121401174412632
4402-FTBXC,Male,55,0,0,0,54,no_offer,1,27.17,0,Fiber Optic,24,1,0,1,0,1,1,Month-to-Month,0,Credit Card,89.8,0.0,0,0,4980,0,7.291778817461572,8.721794696567908
4403-BWPAY,Male,40,0,0,0,14,no_offer,1,33.5,1,no_internet,0,0,0,0,0,0,0,One Year,1,Credit Card,24.8,0.0,0,0,4527,0,6.152732694704104,6.674182532177388
4404-HIBDJ,Female,48,0,0,0,25,no_offer,1,1.37,0,DSL,21,1,1,1,1,1,1,One Year,0,Credit Card,74.3,0.0,0,1,5175,0,3.5624655292582776,7.5491090401128496
4412-YLTKF,Female,72,0,1,0,27,Offer C,1,3.33,1,Fiber Optic,18,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,78.05,0.0,10,1,4638,0,4.509870006133767,7.7126271806145015
4415-IJZTP,Female,33,0,0,0,1,no_offer,1,13.61,1,Fiber Optic,25,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.5,0.0,0,1,2016,0,2.681706225762608,4.4898715616246285
4415-WNGVR,Female,73,1,0,3,12,no_offer,1,37.15,0,DSL,13,1,0,1,1,1,0,One Year,1,Bank Withdrawal,79.2,0.0,20,0,3355,1,6.102111067195046,7.2518058700554295
4418-LZMSV,Male,56,1,3,8,13,no_offer,1,28.15,0,Cable,56,0,1,1,1,0,1,Month-to-Month,0,Bank Withdrawal,61.8,0.0,0,0,4749,0,5.905225598991072,7.018446560824764
4419-UJMUS,Male,55,1,1,0,69,Offer A,1,8.46,1,Fiber Optic,21,0,0,0,1,1,1,Two Year,1,Bank Withdrawal,99.35,0.0,0,0,4637,1,6.371167303992706,8.914786061273661
4422-QVIJA,Female,52,0,1,0,35,no_offer,1,38.82,1,DSL,19,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,50.15,0.0,130,0,5879,0,7.21501936616164,8.053585067259357
4423-JWZJN,Male,57,1,2,9,64,Offer B,1,45.35,1,Fiber Optic,30,0,0,1,0,0,1,One Year,0,Credit Card,90.25,0.0,0,0,4799,1,7.973637743027328,9.051643540710954
4423-YLHDV,Female,22,1,0,1,21,Offer D,1,38.52,1,Fiber Optic,59,1,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,104.4,0.0,0,1,5570,1,6.696935477356759,8.009751834553391
4424-TKOPW,Male,70,0,0,0,2,no_offer,1,25.19,1,Fiber Optic,14,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,93.85,0.0,0,1,4998,0,3.9392489916817377,5.513952802371925
4425-OWHWB,Female,32,0,0,0,20,no_offer,1,10.9,0,no_internet,0,0,0,0,0,0,0,One Year,1,Credit Card,19.35,0.0,0,0,5811,0,5.389071729816501,6.481194207579239
4429-WYGFR,Male,36,0,0,0,26,Offer C,1,44.11,0,DSL,8,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,49.15,0.0,0,0,2752,0,7.045654618223345,7.777021487026158
4430-UZIPO,Male,44,0,0,0,3,Offer E,0,0.0,0,DSL,21,0,1,0,1,0,1,Month-to-Month,1,Mailed Check,36.85,0.0,0,1,5825,0,0.0,4.697749367281185
4430-YHXGG,Female,20,0,3,0,4,Offer E,1,38.97,1,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,25.45,0.0,0,0,2616,0,5.055481181888091,5.485128828614843
4431-EDMIQ,Female,47,1,3,8,7,no_offer,1,16.22,0,DSL,53,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,75.7,0.0,0,0,2950,0,4.7409241069657115,6.505171017248362
4432-ADRLB,Male,46,0,0,0,2,no_offer,1,24.9,0,DSL,11,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,44.65,0.0,10,1,4655,0,3.927896354584436,4.9104465668408235
4433-JCGCG,Male,80,1,0,1,46,Offer B,1,5.36,1,Fiber Optic,22,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,101.0,0.0,0,1,2436,0,5.511652976871161,8.502609362471262
4439-JMPMT,Female,38,1,0,1,5,Offer E,1,1.12,0,Fiber Optic,22,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85.75,44.16,0,1,3608,0,1.88706964903238,6.071638015462737
4439-YRNVD,Female,33,0,0,0,10,no_offer,0,0.0,0,DSL,23,0,1,0,1,0,1,Month-to-Month,0,Bank Withdrawal,36.25,0.0,0,0,4571,0,0.0,5.926926025970411
4441-NIHPT,Female,73,0,0,0,13,no_offer,1,40.37,0,Fiber Optic,21,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,74.3,0.0,0,1,2995,0,6.2649399307531946,7.2904020170096215
4443-EMBNA,Female,55,1,0,3,71,no_offer,1,32.13,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.75,0.0,0,0,4642,0,7.732908314124943,8.32339725499655
4445-KWOKW,Female,23,0,0,0,42,Offer B,1,29.44,1,Cable,41,1,1,0,0,0,1,One Year,1,Bank Withdrawal,60.15,0.0,0,0,5988,0,7.120832332696083,8.204967028677435
4445-ZJNMU,Male,30,0,0,0,9,Offer E,1,4.81,1,Fiber Optic,69,0,1,0,0,1,1,Month-to-Month,1,Credit Card,99.3,0.0,0,0,3540,1,3.790758917935107,6.870094947799461
4446-BZKHU,Male,44,1,0,1,61,no_offer,1,45.7,1,Fiber Optic,24,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,105.55,0.0,0,1,5011,1,7.933330816406273,9.112744081009916
4450-DLLMH,Male,53,0,0,0,2,Offer E,1,6.74,0,Fiber Optic,3,0,0,0,0,0,1,Month-to-Month,1,Credit Card,71.3,0.0,0,0,2274,0,2.6727683869575705,5.148830792847655
4450-MDZFX,Male,50,1,4,9,60,Offer B,1,38.44,1,Fiber Optic,57,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.35,0.0,0,0,5100,0,7.743876628493189,8.818881713971907
4450-YOOHP,Female,56,0,0,0,39,no_offer,0,0.0,0,DSL,6,0,0,1,0,1,1,Month-to-Month,1,Credit Card,50.65,3.51,0,0,5433,1,0.0,7.551129062157257
4451-RWASJ,Male,35,1,3,9,15,Offer D,1,49.36,0,no_internet,0,0,0,0,0,0,0,One Year,1,Credit Card,19.5,0.0,0,0,5471,0,6.608540290716632,6.888725353075332
4452-QIIEB,Male,41,0,0,0,7,Offer E,1,30.04,0,DSL,6,0,0,0,0,0,1,Month-to-Month,0,Credit Card,43.9,0.0,0,0,3565,0,5.353184267988877,6.193752116542814
4452-ROHMO,Female,64,0,0,0,15,Offer D,1,39.49,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.6,0.0,0,0,2722,0,6.385784444111148,6.829739681997398
4455-BFSPD,Female,35,1,0,5,61,no_offer,1,36.13,1,Fiber Optic,23,0,0,0,1,1,1,One Year,0,Bank Withdrawal,101.15,0.0,0,0,5177,1,7.698451041345285,9.058217800812166
4456-RHSNB,Female,43,1,1,3,19,no_offer,1,7.42,0,DSL,17,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,49.6,0.0,0,0,5735,0,4.95568620261124,7.007492010769673
4458-KVRBJ,Male,25,0,0,0,59,no_offer,1,25.89,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.0,0.0,0,0,5537,0,7.332048683671281,8.019287083467484
4459-BBGHE,Male,61,0,1,0,30,Offer C,0,0.0,0,DSL,17,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,44.5,0.0,0,0,5833,1,0.0,7.176865965848482
4462-CYWMH,Male,65,1,0,7,62,Offer B,1,27.49,1,Fiber Optic,3,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,89.8,0.0,0,0,4981,1,7.441543238785212,8.900403147245928
4464-JCOLN,Male,40,1,0,2,2,Offer E,1,15.14,0,no_internet,0,0,0,0,0,0,0,One Year,0,Mailed Check,19.85,0.0,0,1,2362,0,3.4429789156771102,4.207375584184147
4465-VDKIQ,Female,61,0,0,0,18,no_offer,1,19.93,0,Fiber Optic,26,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,77.8,29.76,0,0,4228,0,5.885381548299825,7.431643218034024
4468-KAZHE,Female,70,1,0,1,20,no_offer,1,8.98,0,DSL,16,0,1,0,0,0,1,One Year,1,Bank Withdrawal,60.0,0.0,0,0,2399,0,5.196284640982885,7.272363669744994
4468-YDOVK,Male,57,0,2,0,5,no_offer,1,13.54,0,DSL,21,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,48.65,0.0,0,0,3307,0,4.229749199228303,5.716698699922747
4471-KXAUH,Female,58,1,0,1,42,no_offer,1,10.73,1,Fiber Optic,22,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,84.3,0.0,0,1,2514,0,6.112929684389158,8.304014822330062
4472-LVYGI,Female,43,1,0,2,10,no_offer,0,0.0,0,Cable,20,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,52.55,0.0,0,0,2578,0,0.0,6.26625133157403
4472-VESGY,Female,41,1,1,6,52,no_offer,1,31.09,1,Fiber Optic,28,1,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,98.15,0.0,0,0,5123,1,7.388748303027474,8.796502308304076
4475-NVTLU,Male,21,1,1,6,45,Offer B,1,17.23,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.2,0.0,0,0,3451,0,6.654603449427179,7.42657883385919
4476-OSWTN,Male,73,1,0,2,69,no_offer,1,8.3,1,Fiber Optic,14,1,0,1,1,1,1,One Year,1,Mailed Check,110.55,0.0,0,0,4887,0,6.352106611607826,9.009911869405189
4480-MBMLB,Female,52,0,0,0,36,Offer C,1,28.41,1,Fiber Optic,4,0,1,1,0,1,1,One Year,1,Bank Withdrawal,104.8,0.0,0,0,5319,1,6.931237403129341,8.499071989731396
4480-QQRHC,Female,72,0,0,0,8,no_offer,1,2.18,0,Fiber Optic,13,0,0,1,0,0,1,Two Year,1,Bank Withdrawal,74.05,0.0,0,0,4899,0,2.914522218128448,6.427442694585227
4482-EWFMI,Female,54,0,0,0,2,no_offer,1,15.67,0,Fiber Optic,8,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.7,0.0,0,0,3056,0,3.4763048541489607,5.121222128725663
4482-FTFFX,Male,23,0,0,0,5,no_offer,1,26.86,0,DSL,71,0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,56.15,0.0,0,0,5232,0,4.907494535176743,6.05619836167455
4484-CGXFK,Female,45,0,0,0,3,no_offer,1,25.96,0,DSL,7,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,55.3,0.0,0,1,3190,1,4.36792771029438,5.616880182625682
4484-GLZOU,Female,20,1,0,6,52,no_offer,1,10.59,1,Fiber Optic,48,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,105.05,27.6,0,1,4839,1,6.312968168035273,8.7240333619238
4486-EFAEB,Male,56,0,0,0,13,no_offer,1,46.92,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.4,0.0,0,0,2486,0,6.4150314905801284,6.759962677005345
4487-ZYJZK,Female,60,1,2,1,38,no_offer,1,36.72,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,19.6,0.0,0,0,4623,0,7.241624129733235,7.677613469423002
4488-KQFDT,Female,21,0,0,0,61,Offer B,1,15.44,1,Fiber Optic,30,0,1,1,0,1,1,One Year,1,Bank Withdrawal,103.95,0.0,0,0,4148,1,6.848896596975731,8.904608375346344
4488-PSYCG,Male,24,0,0,0,16,Offer D,1,21.04,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.25,0.0,0,1,4327,0,5.821980239115519,6.499922369844311
4489-SNOJF,Female,28,1,2,1,35,no_offer,1,25.27,1,DSL,82,1,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,72.25,0.0,0,1,5898,0,6.786095990354808,8.147288258706624
4495-LHSSK,Female,25,0,2,0,18,Offer D,1,17.51,1,DSL,30,1,0,0,0,0,1,Month-to-Month,0,Credit Card,57.65,0.0,0,0,3425,0,5.756311671668041,7.176927088674821
4500-HKANN,Male,33,1,0,6,23,no_offer,1,13.79,1,Cable,17,0,1,0,1,0,1,Two Year,0,Credit Card,59.7,0.0,0,0,3464,0,5.762585831132179,7.457245692173675
4501-EQDRN,Female,64,0,0,0,1,no_offer,1,21.52,0,Fiber Optic,25,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.7,0.0,0,1,4620,0,3.1144038032714896,4.52417702677856
4501-UYKBC,Female,65,0,0,0,46,no_offer,1,16.04,1,DSL,26,0,0,1,1,0,1,One Year,1,Credit Card,69.1,0.0,0,0,3856,1,6.605081388711119,8.292596084201316
4501-VCPFK,Male,25,0,0,0,26,Offer C,0,0.0,0,Cable,47,0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,35.75,0.0,0,0,2734,0,0.0,6.930983405101344
4503-BDXBD,Male,41,0,0,0,11,no_offer,1,25.24,0,Fiber Optic,29,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.95,0.0,0,1,4251,0,5.6299206260577455,6.997723945543911
4504-YOULA,Female,42,1,3,0,35,Offer C,1,39.11,1,DSL,23,1,1,0,0,0,1,Month-to-Month,1,Credit Card,59.45,0.0,0,0,3682,0,7.222456523776712,8.16244496159978
4505-EXZHB,Female,75,0,0,0,6,Offer E,1,8.91,0,Fiber Optic,27,0,0,1,0,0,0,Month-to-Month,0,Bank Withdrawal,74.4,0.0,20,1,3964,0,3.9974664872456134,6.231583202628153
4508-OEBEY,Male,41,1,0,2,31,no_offer,1,27.37,0,DSL,15,1,1,1,1,0,1,One Year,1,Credit Card,75.5,0.0,0,0,5611,1,6.744612625597289,8.093743322690575
4510-HIMLV,Male,50,0,0,0,1,no_offer,1,22.86,0,Fiber Optic,25,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.8,0.0,10,1,4154,0,3.17220341666977,4.641116312761561
4510-PYUSH,Female,67,0,0,0,38,no_offer,1,26.1,0,DSL,27,1,1,0,0,0,1,Month-to-Month,1,Credit Card,57.15,0.0,0,1,3110,0,6.900529233890397,8.084392857088014
4512-ZUIYL,Female,31,0,0,0,2,Offer E,1,37.76,0,Fiber Optic,10,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.0,0.0,0,1,2928,0,4.337552144572052,5.43620799388748
4513-CXYIX,Female,73,1,0,4,71,Offer A,1,43.99,1,Fiber Optic,17,1,0,0,0,0,1,Two Year,1,Credit Card,80.7,0.0,0,0,4583,0,8.046962336356671,9.082539954468764
4514-GFCFI,Female,76,0,0,0,16,no_offer,1,17.51,1,Fiber Optic,7,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,84.75,0.0,0,1,5136,0,5.638923902307705,7.397138652003772
4518-FZBSX,Male,57,1,2,4,42,Offer B,1,9.33,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.25,0.0,0,0,4439,0,5.973453314306131,7.12910522274357
4521-WFJAI,Male,52,0,0,0,56,no_offer,1,47.82,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,25.95,0.0,0,0,4246,0,7.893169007209969,8.324329056425274
4521-YEEHE,Female,23,1,0,8,18,Offer D,1,18.55,1,Fiber Optic,59,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,88.85,21.58,0,0,3127,0,5.813831979800159,7.553847538966284
4522-AKYLR,Female,68,0,0,0,13,no_offer,1,10.51,0,DSL,20,0,1,1,0,0,1,One Year,1,Bank Withdrawal,54.8,0.0,0,0,5557,0,4.9245689249914415,6.767262569661843
4522-XRWWI,Male,30,1,0,1,42,Offer B,1,17.31,1,Cable,82,1,0,0,1,1,1,One Year,0,Credit Card,80.45,0.0,0,0,4397,1,6.590328520346795,8.319697893483223
4523-WXCEF,Female,21,1,0,4,59,Offer B,1,9.23,1,Fiber Optic,48,0,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,101.1,0.0,0,1,4160,1,6.30183111968026,8.792620985965966
4524-QCSSM,Male,39,0,0,0,26,no_offer,0,0.0,0,DSL,6,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.65,0.0,0,0,4512,1,0.0,7.0540609815717215
4525-VZCZG,Male,58,0,1,0,54,no_offer,1,20.93,0,Fiber Optic,11,1,1,0,1,1,0,One Year,1,Bank Withdrawal,105.85,0.0,10,0,5915,1,7.031051975325475,8.849064861641882
4526-EXKKN,Male,27,0,0,0,40,no_offer,1,27.47,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.6,0.0,0,0,2601,0,7.002883624073714,7.637113841504655
4526-RMTLL,Male,32,1,1,0,8,Offer E,1,37.28,1,DSL,14,1,1,0,1,0,1,Two Year,1,Credit Card,76.15,0.0,0,0,4457,1,5.701245927004204,6.851227254640264
4526-ZJJTM,Female,72,1,0,1,25,no_offer,1,19.44,0,Fiber Optic,4,0,1,1,0,0,1,Two Year,0,Bank Withdrawal,88.4,0.0,0,0,4849,1,6.18826412308259,7.892881536631723
4529-CKBCL,Female,51,0,0,0,2,Offer E,1,49.79,0,Fiber Optic,22,0,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,80.2,0.0,10,1,4381,0,4.610953430743819,5.547635358831709
4530-NDRKU,Female,31,1,3,4,42,no_offer,1,34.66,0,no_internet,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,19.05,0.0,0,0,5091,0,7.283942612023588,7.704618123172209
4531-AUZNK,Female,21,1,1,2,51,Offer B,1,18.42,1,Fiber Optic,47,1,0,0,1,1,1,One Year,1,Mailed Check,95.15,0.0,0,0,6492,0,6.846326583985489,8.689543533805631
4534-WGCIR,Female,56,1,2,1,58,no_offer,1,29.5,1,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.15,0.0,0,0,6444,0,7.445417556701687,8.077726526632059
4536-PLEQY,Male,44,1,0,1,12,Offer D,1,44.6,0,Fiber Optic,20,0,1,0,0,0,1,Month-to-Month,1,Credit Card,85.05,0.0,0,0,2540,1,6.284507225801859,7.336936913707618
4537-CIBHB,Female,59,1,3,10,9,no_offer,1,12.55,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,20.25,0.0,0,0,4272,0,4.735759755691693,5.65704021210407
4537-DKTAL,Female,26,0,0,0,2,Offer E,1,41.9,0,DSL,71,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,45.55,0.0,10,0,4372,0,4.440295542797857,5.18850250054083
4538-WNTMJ,Female,39,1,0,0,46,Offer B,1,4.6,1,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,24.95,0.0,0,0,3979,0,5.359412465907847,7.2287512304638515
4541-RMRLG,Male,53,0,0,0,7,no_offer,1,9.14,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.25,0.0,0,1,4489,0,4.174079530240954,5.177730403558919
4544-RXFMG,Male,48,1,2,1,8,Offer E,1,6.78,0,DSL,24,0,0,0,0,0,1,One Year,1,Credit Card,43.45,0.0,0,0,4184,0,4.0116873285410914,5.9933128379655995
4546-FOKWR,Female,35,0,0,0,16,no_offer,1,13.04,1,Fiber Optic,16,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.75,39.99,0,0,3574,0,5.345391773933965,7.1693500166706
4547-FZJWE,Male,24,1,0,5,55,no_offer,1,36.17,0,DSL,69,1,0,0,0,0,0,One Year,0,Credit Card,59.45,0.0,40,0,5712,1,7.596065781650555,8.553978248458238
4547-KQRTM,Female,60,0,0,0,10,no_offer,1,49.7,1,Fiber Optic,10,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.05,0.0,0,1,3740,0,6.210600077024653,7.191956299597262
4547-LYTDD,Female,35,0,0,0,16,Offer D,1,46.99,1,Fiber Optic,17,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,72.65,0.0,0,1,2850,0,6.623852721822363,7.5741169082827575
4548-SDBKE,Female,26,0,0,0,5,Offer E,1,34.49,1,Fiber Optic,46,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,85.2,0.0,0,1,4109,0,5.155889373415759,6.474276424418774
4549-ZDQYY,Female,35,0,0,0,52,no_offer,1,33.84,0,DSL,5,1,0,1,1,0,1,One Year,0,Credit Card,57.95,0.0,0,0,6078,0,7.473455377049351,8.476981427334175
4550-EVXNY,Female,52,0,0,0,1,Offer E,1,49.24,0,Fiber Optic,8,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.65,0.0,0,1,2418,0,3.9168115221599433,4.786574655719562
4550-VBOFE,Male,69,1,0,1,70,no_offer,1,17.45,1,Fiber Optic,20,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,102.95,15.24,0,1,5005,0,7.108653221349027,9.025065658905541
4553-DVPZG,Female,30,1,0,10,62,Offer B,1,15.06,1,Fiber Optic,82,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,101.35,0.0,0,0,5049,1,6.840247019199376,8.86776836955174
4554-YGZIH,Male,75,1,0,3,49,Offer B,1,22.92,1,Fiber Optic,14,0,1,0,0,0,1,Month-to-Month,0,Credit Card,90.05,0.0,0,1,5059,0,7.024720202298085,8.643178937116284
4558-CGYCZ,Male,20,0,0,0,4,no_offer,1,41.94,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.75,0.0,0,0,4987,0,5.128477587256138,5.509631222108668
4558-FANTW,Female,30,1,0,1,17,Offer D,1,41.95,0,Fiber Optic,51,1,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,91.85,0.0,0,1,5643,0,6.571093024308637,7.7356955558836145
4559-UWIHT,Male,37,1,0,8,14,Offer D,1,45.57,1,Fiber Optic,10,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,82.65,0.0,0,0,4965,0,6.459873154983176,7.5087762056618805
4560-WQAQW,Female,62,0,0,0,59,Offer B,1,28.32,1,DSL,9,1,0,0,1,0,0,One Year,0,Bank Withdrawal,68.7,0.0,150,0,4244,1,7.421704020734105,8.6814916366363
4565-EVZMJ,Female,55,0,0,0,47,no_offer,1,26.35,0,Cable,5,1,1,0,1,0,1,One Year,1,Credit Card,58.9,0.0,0,0,5774,0,7.122423011815303,8.307089253609831
4565-NLZBV,Female,33,1,0,5,71,no_offer,1,43.37,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.65,0.0,0,0,4015,0,8.032772534463165,8.474373369233295
4566-GOLUK,Male,43,1,0,1,47,no_offer,1,37.74,1,Fiber Optic,7,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,107.35,0.0,0,1,3620,1,7.4814317505658945,8.838367581819
4566-NECEV,Male,40,0,0,0,5,no_offer,1,39.13,1,Fiber Optic,20,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,96.55,0.0,0,0,3787,1,5.281425498877819,6.546426666362057
4566-QVRRW,Female,41,1,0,1,11,Offer D,1,24.83,0,DSL,30,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.05,0.0,0,1,3200,0,5.613602446425789,6.630459086082774
